Indicator,Disaggregations,Number of disaggregations
#8-10-2,"SeriesID, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Source, Age, Nature, Sex, Reporting Type, Type, ISOalpha3, SeriesCode, series",14
